11.43153,53.60362, Burger King, D-Schwerin, Friedrich-Engels-Str. 1,
9.2564,48.76062, Burger King, D-Stuttgart, Otto-Hirsch-Brücken 17,
9.62577,54.31834, Burger King, D-Rendsburg, Friedrichstädter Str. 49, +49 4331448500
7.84693,48.0261, Burger King, D-Freiburg, Tullastr.68,
11.13098,49.43252, Burger King, D-Nürnberg, Regensburger Str. 336,
11.50285,48.19029, Burger King, D-München, Dachauer Str. 513,
6.12185,51.05947, Burger King, D-Heinsberg, Karl-Arnold-Str. 99, +49 24529884050
13.2854,52.58993, Burger King, D-Berlin, Gorkistr. 12-14 Tegel Center,
7.34736,52.54135, Burger King, D-Lingen, Schillerstrasse 2, +49 5919154400
8.66428,50.10754, Burger King, D-Frankfurt/Main, Im Hauptbahnhof 1 (Ebene A), +49 6927395155
12.07761,50.87608, Burger King, D-Gera, Heinrichstrasse 30 (Gera-Arkaden),
9.47454,51.28993, Burger King, D-Kassel, Knorrstr. 28,
12.90423,47.76459, Burger King, D-Piding, Lattenbergstr. 13, +49 865165982
13.38925,52.43928, Burger King, D-Berlin, Reisseckstr. 6/Mariendorfer Damm,
8.48768,49.4641, Burger King, D-Mannheim, Neckarauer Str. 126,
13.18964,52.43388, Burger King, D-Berlin, Kronprinzessinnenweg 120,
7.0832,52.44127, Burger King, D-Nordhorn, Lingener Str. 97, +49 5921304093
8.96827,53.05788, Burger King, D-Oyten, Oyter Damm 74,
8.55391,52.0331, Burger King, D-Bielefeld, Eckendorfer Str. 16,
9.19316,48.69082, Burger King, D-Stuttgart, Flughafen Terminal 1 Ebene 4,
6.80242,50.66053, Burger King, D-Euskirchen, Alfred-Nobel-Straße 1, +49 2251125328
11.57834,48.1362, Burger King, D-München, Tal 10,
6.51935,51.00485, Burger King, D-Bedburg, Autobahnraststätte Bedburger Land West BAB 61, +49 (2272)4097971
13.31203,52.42227, Burger King, D-Berlin, Ostpreussendamm 60,
8.50377,48.08213, Burger King, D-Villingen-Schwenningen, Auf Herdenen,
10.07008,52.59602, Burger King, D-Celle, Gerhard-Kamm-Str. 1,
11.81802,51.6558, Burger King, D-Könnern, BAR Plötzetal West, +49 3469152613
13.09441,54.30024, Burger King, D-Stralsund, Greifswalder Chaussee 120, +49 3831445755
9.98526,53.68483, Burger King, D-Norderstedt, Herold Center/Berliner Allee 38,
7.19247,51.24897, Burger King, D-Wuppertal, Obere Lichtenplatzer Str. 302,
11.62786,52.17823, Burger King, D-Magdeburg, Neuer Sülzeweg 101,
8.35942,49.65488, Burger King, D-Worms, Mainzer Str. 169 / B9,
9.6881,52.695, Burger King, D-Essel, A7 Rasthof Allertal Ost,
7.81024,51.68758, Burger King, D-Hamm, Münsterstr. 11, +49 2381304327
13.41952,52.51483, Burger King, D-Berlin, Holzmarktstrasse 4, +49 30 40054183
6.35589,50.92062, Burger King, D-Jülich, Große Rurstr. 17, +49 2461348600
11.51953,49.73819, Burger King, D-Pegnitz, Rastpark Fränkische Schweiz-West, +49 92414944544
8.35788,49.02837, Burger King, D-Karlsruhe, Boschstr. 2, +49 7214765080
9.22347,49.15398, Burger King, D-Heilbronn, Neckarsulmer Str. 36-38,
10.31477,50.98952, Burger King, D-Eisenach, Mühlhauser Str., +49 3691721010
7.75161,50.48255, Burger King, D-Siershahn, Autohof A3,
6.86332,51.36343, Burger King, D-Mülheim, Kölner Str. 451,
10.87423,49.9743, Burger King, D-Breitengüssbach, Gewerbepark 4,
6.96637,50.8921, Burger King, D-Köln, Aral/Am Verteilerkreis West,
13.42813,52.56808, Burger King, D-Berlin, Prenzlauer Promenade 69,
7.94729,50.87691, Burger King, D-BAR Siegerland Ost, +49 273457500,
11.48271,51.7676, Burger King, D-Aschersleben, Güstener Str. 10,
7.76989,49.44371, Burger King, D-Kaiserslautern, Marktstr. 18, +49 6313605727
14.3181,51.71345, Burger King, D-Groß Gaglow, Sachsendorfer Str. 1a, +49 355524581
11.58381,48.50758, Burger King, D-Schweitenkirchen, Oberthannweg 8a,
9.75887,53.71879, Burger King, D-Prisdorf, Ahrenloher Str. /Autobahnausfahrt Tornesch,
6.24715,50.82532, Burger King, D-Eschweiler, Aral/Rue de Wattrelos 11, +49 2403504044
11.45894,49.25931, Burger King, D-Neumarkt, Ingolstädter Str. 92, +49 9181238780
8.21288,53.14273, Burger King, D-Oldenburg, Lange Straße 89, +49 4419579110
9.35419,52.10532, Burger King, D-Hameln, ECE Stadt-Galerie Hameln, +49 51519565210
10.44426,48.41113, Burger King, D-Jettingen-Scheppach, Siemensstr. 1,
10.8654,48.06378, Burger King, D-Landsberg, Augsburger Str. 59, +49 81916572369
7.78494,51.44377, Burger King, D-Menden, Carl-Benz-Str.,
6.83502,50.93793, Burger King, D-Köln, Aachener Straße 1253, +49 2234275966
11.05713,50.97393, Burger King, D-Erfurt, Weimarische Str. 35, +49 3616449090
12.09863,49.01228, Burger King, D-Regensburg, Bahnhofstrasse 18, +49 94159579910
9.97313,51.73201, Burger King, D-Northeim, Autohof an der A7/B3,
6.79408,51.22138, Burger King, D-Düsseldorf, Worringer Str. 142,
8.56909,49.13676, Burger King, D-Bruchsal, Im Wendelrot,
9.46198,48.65416, Burger King, D-Kirchheim/Teck, Schlierbacher Str. 69, +49 7021481542
9.51583,53.91518, Burger King, D-Itzehoe, Vor dem Delftor 8, +49 4821779222
10.18276,48.95616, Burger King, D-Ellwangen, Max-Eyth-Str. 1,
9.9815,53.42183, Burger King, D-Hamburg, Winsener Str. 229,
9.17806,50.18997, Burger King, D-Gelnhausen, An der Westpange 1,
8.59948,53.57208, Burger King, D-Bremerhaven, Pferdebade 6, +49 4718009900
9.50578,53.29383, Burger King, D-Sittensen, Hansestr. 3,
11.43352,53.59861, Burger King, D-Schwerin,,
13.36288,52.50033, Burger King, D-Berlin, Potsdamer Str. 114,
8.69132,50.57136, Burger King, D-Gießen, Schiffenberger Weg 115,
13.35916,52.54607, Burger King, D-Berlin, Leopold Center/Müllerstr. 153, +49 30 46010610
11.50277,48.11295, Burger King, D-München, Fürstenrieder Strasse 284,
13.09626,52.38415, Burger King, D-Potsdam, Rudolf-Moos-Str.11,
8.42512,52.91516, Burger King, D-Dötlingen, Hunteweg 10, +49 443193970
9.29656,48.82026, Burger King, D-Waiblingen Süd, Düsseldorfer Str. 8,
7.20703,51.60993, Burger King, D-Recklinghausen, Dordrechtring 40, +49 2361938313
6.88697,51.54009, Burger King, D-Bottrop, A2 Raststätte Bottrop,
10.03924,48.33148, Burger King, D-Senden, Berliner Str. 11,
14.6334,52.15199, Burger King, D-Eisenhüttenstadt, Werkstr. 2, +49 3364417490
6.96119,50.94187, Burger King, D-Köln, Trankgasse 1, +49 2211307611
13.32755,52.46443, Burger King, D-Berlin, Schloßstr. 1 (Forum Steglitz), +49 30 79706622
8.34108,49.40937, Burger King, D-Schifferstadt, A 61 / Ausfahrt Dannstadt Ost,
9.96372,49.75017, Burger King, D-Würzburg, Rasthaus Würzburg an der A3,
8.02912,52.28856, Burger King, D-Osnabrück, Pagenstecher Str. 50 a, +49 5416853436
8.13802,50.46861, Burger King, D-Beselich, An der B 49 Südseite,
11.05402,52.22099, Burger King, D-Helmstedt, BurgerKing Raststätte Lappwald,
13.32412,52.60763, Burger King, D-Berlin, Oraniendamm 6-10,
8.05562,52.8427, Burger King, D-Cloppenburg, Emsteker Str. 39-41, +49 4471884339
13.3663,52.47577, Burger King, D-Berlin, General-Pape-Straße (S-Bahnhof),
11.03421,49.41047, Burger King, D-Nürnberg, Weißenburger Str. 150,
7.78989,48.3107, Burger King, D-Mahlberg, A5,
9.70526,53.7456, Burger King, D-Elmshorn, Werner von Siemens Str. 3,
11.58578,48.15985, Burger King, D-München, Leopoldstr. 64,
7.35482,51.44361, Burger King, D-Witten, Dortmunder Str. 52,
11.88128,49.4369, Burger King, D-Amberg, Regensburger Str. 110, +49 9621785524
9.41396,48.69412, Burger King, D-Wernau, Bahnhofsplatz 1, +49 71141485956
13.38535,52.46462, Burger King, D-Berlin, Tempelhofer Damm 154,
6.6655,50.58939, Burger King, D-Mechernich, Georges-Girand-Ring 21, +49 24439048290
11.99094,51.1872, Burger King, D-Weißenfels, Käthe-Kollwitz-Str., +49 3443441783
9.71339,50.55367, Burger King, D-Petersberg, Alte Ziegelei,
13.31058,52.54751, Burger King, D-Berlin, Saatwinkler Damm 61,
7.89538,49.85195, Burger King, D-Bad Kreuznach, Industriestr. 39,
9.17675,49.96146, Burger King, D-Aschaffenburg, Würzburger Str. 188b,
10.1307,48.68009, Burger King, D-Heidenheim, Wilhelmstr. 134,
9.87193,53.57095, Burger King, D-Hamburg, Osdorfer Landstr. 25,
13.43309,52.46673, Burger King, D-Berlin, Silbersteinstraße 56,
7.3361,49.31508, Burger King, D-Homburg, Zweibrücker Strasse 67,
11.00657,49.4444, Burger King, D-Nürnberg, Sigmundstr. 184-186,
12.26289,51.34597, Burger King, D-Rückmarsdorf, Merseburger Str. 263, +49 3419411990
13.32176,52.50189, Burger King, D-Berlin, Kurfürstendamm 202,
10.98884,49.45329, Burger King, D-Fürth, Schwabacher Str. 298,
9.27802,51.12105, Burger King, D-Fritzlar, Giessener Str. 83, +49 5622799388
6.92674,51.45925, Burger King, D-Essen, Aktienstr. 42,
10.49624,52.25427, Burger King, D-Braunschweig, München Str. 12,
8.68581,50.29507, Burger King, D-Rosbach, Raiffeisenstr.,
11.08045,49.44838, Burger King, D-Nürnberg, Königstr. 72,
6.90389,51.11503, Burger King, D-Monheim, Konrad-Zuse-Str.2,
10.62025,48.04307, Burger King, D-Türkheim, Mindelheimer Str. 1, +49 8245967431
7.43286,50.59958, Burger King, D-Neustadt/Wied, Rasthausstr. 10, +49 268398630
7.35449,49.24739, Burger King, D-Zweibrücken, Gottlieb-Daimler-Strasse 22, +49 6332470784
8.88876,51.95236, Burger King, D-Detmold, Ernst-Hilker-Str. 19,
8.65063,49.87022, Burger King, D-Darmstadt, Elisabethenstr. 23,
11.20346,49.3568, Burger King, D-Feucht, BAR Feucht Ost, +49 91289278222
9.34201,52.08515, Burger King, D-Hameln, Zinngießerstr. 1,
9.3919,50.64146, Burger King, D-Lauterbach, Burger King,
6.63243,51.31156, Burger King, D-Krefeld, Hauptstr. 520 (Raststätte Geismühle West),
9.73433,52.37544, Burger King, D-Hannover, Georgsstr. 13,
12.14838,49.00019, Burger King, D-Regensburg, Max-Planck-Str. 8, +49 9417803357
7.77737,48.28036, Burger King, D-Kappel-Grafenhausen, Hauptstr. 203, +49 7822865415
8.76888,50.82946, Burger King, D-Marburg, Afföllerstr.63,
8.66518,50.1077, Burger King, D-Frankfurt/Main, Im Hauptbahnhof 1 (Ebene B), +49 06927103984
12.0641,50.85336, Burger King, D-Gera, Keplerstr. 1a, +49 3655516755
6.62817,51.83225, Burger King, D-Bocholt, Im Königsesch 4, +49 28712367837
6.60827,51.67301, Burger King, D-Wesel, Reeser Landstr., +49 2816841209
8.13337,51.81159, Burger King, D-Oelde, Westring,
7.10362,51.57044, Burger King, D-Gelsenkirchen, Tank Rastplatz Resser Mark,
8.97627,48.35032, Burger King, D-Hechingen, Stettener Halde 9, +49 74716201202
10.63481,49.74585, Burger King, D-Schlüsselfeld, Attelsdorf 19,
6.96383,51.67572, Burger King, D-Dorsten, Borkener Str. 44, +49 2362796634
9.73603,53.36632, Burger King, D-Hollenstedt, Wennerstorfer Weg 47,
12.93914,50.84633, Burger King, D-Chemnitz, Thomas-Mann-Platz 1, +49 3714586395
7.47241,51.52635, Burger King, D-Dortmund, Brunnenstr. 79,
12.4448,51.35099, Burger King, D-Leipzig, Permoserstr. 33, +49 3412519409
10.62721,53.85947, Burger King, D-Lübeck, Herrenholz 18,
12.65912,49.20142, Burger King, D-Cham, Rodinger Str. 1c,
9.93962,51.55631, Burger King, D-Göttingen, An der Lutter 22, +49 5513054627
