9.13850, 48.53165, Subway, D-Kirchentellinsfurt, Tübinger Str.
13.40335, 52.52103, Subway, D-Berlin, Spandauer Str.
13.05595, 52.40066, Subway, D-Jägerstr.
8.70885, 49.41186, Subway, D-Heidelberg, Hauptstr.
9.79812, 52.40531, Subway, D-Brücke, Noltemeyer
7.05493, 51.57839, Subway, D-Gelsenkirchen, Springemarkt 2
8.59388, 51.99596, Subway, D-Bielefeld, Detmolder Str.
9.30306, 48.74025, Subway, D-Esslingen, Martinstr. 8
13.41011, 52.52179, Subway, D-Berlin, Panoramastr. 1
8.11625, 52.59772, Subway, D-Holdorf, Autohof A1 Zum Hansa-Center 3
8.23924, 52.66619, Subway, D-Lohne, Lindenstraße 13
7.81284, 51.68054, Subway, D-Hamm, B63 Westring
6.96401, 51.65907, Subway, D-Dorsten, Essener Str. 19, +49(2362)607948
9.14334, 49.97988, Subway, D-Aschaffenburg, Ludwigstr. 2
11.52154, 48.13784, Subway, D-München, Elsenheimer Str. 49
13.38757, 52.54952, Subway, D-Berlin, Badstr. 4
11.06049, 49.42861, Subway, D-Nürnberg, Nopitschstrasse 82, +49(911)400-8506
6.07729, 50.83596, Subway, D-Herzogenrath, Feldstr. (Ecke Roermonderstr.)
7.57588, 51.00367, Subway, D-Gummersbach, Kölner Straße 263, +4922619142862?
9.14873, 49.97600, Subway, D-Aschaffenburg, Roßmarkt 6
10.66937, 53.87823, Subway, D-Lübeck, Bei Der Lohmühle 54
7.98247, 51.95222, Subway, D-Warendorf, August-Wessing-Damm 22
9.32727, 48.63321, Subway, D-Nürtingen, Stuttgarter Str.51
10.89730, 48.37030, Subway, D-Augsburg, Pilgerhausstr.
6.83393, 51.29850, Subway, D-Ratingen, Kaiserswerther Str. 78
8.61664, 53.17395, Subway, D-Bremen, Am Sedanplatz
7.43712, 52.27777, Subway, D-Rheine, Klosterstraße 18
11.55615, 48.12820, Subway, D-München, Kapuzinerstr 1
13.38282, 52.53086, Subway, D-Berlin, Chausseestr.
9.21815, 49.14234, Subway, D-Heilbronn, Am Marktplatz 2, +49(7131)642-0360
8.21292, 53.14380, Subway, D-Oldenburg, Heiligengeiststrasse 4-6
7.07019, 52.43417, Subway, D-Nordhorn, Kokenmühlenstraße 3
9.61267, 47.78165, Subway, D-Ravensburg, Bachstr.1
12.08321, 50.87620, Subway, D-Gera, Markt
11.47685, 48.11521, Subway, D-München, Sauerbruchstr. 2
10.02635, 53.56994, Subway, D-Hamburg, Mundsburger Damm 61
11.75737, 48.16178, Subway, D-Weißenfeld, Am Gangsteig 5, +49(89)92204990
6.81835, 50.99139, Subway, D-Pulheim, Boschstrasse
10.63579, 53.85418, Subway, D-Lübeck, Ziegelstr.
6.98869, 51.03167, Subway, D-Leverkusen, Friedrich-Ebert-Platz 7
8.26740, 49.99868, Subway, D-Mainz, Schillerplatz 30
6.77672, 51.20876, Subway, D-Düsseldorf, Friedrichstr.
10.00505, 53.55326, Subway, D-Hamburg, Glockengießerwall 8
13.06822, 52.39085, Subway, D-Bahnhofsplatz
12.48997, 50.72003, Subway, D-Zwickau, Poetenweg 4
8.09197, 53.57472, Subway, D-Wilhelmshaven, Preußenstraße 44
10.13296, 54.31488, Subway, D-Kiel, Kaistr. 54-56
6.63669, 50.95003, Subway, D-Bergheim, Siemensstr.
8.21665, 53.14018, Subway, D-Oldenburg, Staustraße 17
7.09788, 50.73289, Subway, D-Bonn, Maximilianstr.
11.32962, 50.98519, Subway, D-Weimar, Friedensstr.
8.00744, 52.26593, Subway, D-Osnabrück, Kurt-Schumacher-Damm
8.55493, 52.19314, Subway, D-Borrenkamp (Bünde), Borrenkampstraße 39
6.83437, 50.91631, Subway, D-Frechen, Europaallee
11.08157, 49.44650, Subway, D-Nürnberg, Bahnhofsplatz
11.59660, 48.19447, Subway, D-München, Margot-Kalinke-Strasse
12.12070, 47.85174, Subway, D-Rosenheim, Bahnhofstr. 23-26, +49(8031)4087868
12.38044, 51.34480, Subway, D-Leipzig, Hauptbahnhof Leipzig Westhalle
6.92301, 51.52136, Subway, D-Bottrop, Pferdemarkt 7
8.53575, 48.06416, Subway, D-Villingen-Schwenningen, Kronenstr./Kirchstr.
7.90131, 51.56192, Subway, D-Werl, Hammer Str.
8.40947, 49.00807, Subway, D-Karlsruhe, Kronenplatz 1
7.79152, 47.99901, Subway, D-Freiburg Im Breisgau, Rieselfeldallee
7.45939, 50.42928, Subway, D-Neuwied, Langendorfer Strasse
8.74705, 53.11056, Subway, D-Bremen, Waterfront
11.58089, 48.15155, Subway, D-München, Adalbertstr. 10, +49(89)38997982
8.96038, 53.05182, Subway, D-Bremen, Hans-Bredow-Straße 9
9.69863, 53.47484, Subway, D-Buxtehude, Viverstr. 2
12.12297, 47.85334, Subway, D-Rosenheim, Bahnhofstr. 23-26, +49 8031 4087868
7.45974, 51.51457, Subway, D-Dormund, Petrikirchhof
6.48273, 50.80556, Subway, D-Düren, Josef-Schregel-Str.
8.02403, 52.29124, Subway, D-Osnabrück, Pagenstecherstraße 74
13.19721, 52.53176, Subway, D-Berlin, Klosterstr. 10/11
8.80715, 53.07479, Subway, D-Bremen, Marktstraße 6
8.78742, 53.07000, Subway, D-Bremen, Langemarckstraße 195
6.77581, 51.36948, Subway, D-Großenbaum, Albert-Hahn-Str.9
7.14531, 51.25941, Subway, D-Wuppertal, Klotzbahn 20
8.47559, 49.48677, Subway, D-Mannheim, Ecke Friedrichsring R7
13.43410, 52.48148, Subway, D-Berlin, Karl Marx Str.
7.10306, 50.73722, Subway, D-Bonn, Bertha Von Suttner Platz
9.01546, 48.68552, Subway, D-Böblingen, Postplatz 1
6.56930, 51.32686, Subway, D-Krefeld, Am Bahnhof
7.38932, 53.07885, Subway, D-Papenburg, Karl-Hillers-Straße 2
6.89146, 50.94678, Subway, D-Köln, Widdersdorfer Str. 252, +49(221)2998229
8.78139, 51.05987, Subway, D-Frankenberg, Ruhrstrasse
7.52663, 50.56249, Subway, D-Willroth, Westerwaldstr.
8.53352, 52.02900, Subway, D-Bielefeld, Am Bahnhof 1A
8.69516, 49.41002, Subway, D-Heidelberg, Neugasse 1
10.55742, 52.96553, Subway, D-Uelzen, Stadtgarten 1
6.84530, 50.93788, Subway, D-Köln, Aachener Str. 1141, +49(2234)9679713
14.42741, 51.17902, Subway, D-Wuischke, Karl-Marx-Str.10
8.11400, 53.51982, Subway, D-Wilhelmshaven, Mozartstraße 2
11.10495, 47.49455, Subway, D-Garmisch-Partenkirchen, Hauptstr.60-64
9.74318, 52.36918, Subway, D-Hannover, Georgsplatz 11, +49 511 2202020
10.68507, 53.86595, Subway, D-Lübeck, Kohlmarkt
6.64133, 51.65988, Subway, D-Wesel, B58
8.45178, 49.48001, Subway, D-Ludwigshafen, Ludwigstr.
9.69326, 49.10313, Subway, D-Michelfeld, Im Buchhorn 2
6.99687, 50.93751, Subway, D-Köln, Kalker Hauptstr. 55, +49(221)1684884
9.92995, 51.53722, Subway, D-Göttingen, Berliner Str.
12.37279, 51.31510, Subway, D-Leipzig, Karl-Liebknecht-Str.
9.78981, 52.31728, Subway, D-Hannover, Hildesheimer Str. (Ecke Münchener Str.)
8.88419, 49.24516, Subway, D-Sinsheim, Neulandstr.24
13.25955, 52.43207, Subway, D-Berlin, Gartenstr.
10.32462, 50.97479, Subway, D-Eisenach, Johannisstrasse 5, +49(3691)883-362
11.24995, 48.19255, Subway, D-Fürstenfeldbruck
8.82899, 53.07222, Subway, D-Bremen, Vor Dem Steintor 112
6.45061, 51.19442, Subway, D-Mönchengladbach, Korschenbroicher Straße 110
8.76723, 50.80669, Subway, D-Marburg, Im Ahrens Universitätsstr.
7.21158, 50.84090, Subway, D-Lohmar, Hauptstr. 38
13.36452, 52.60370, Subway, D-Berlin, Wilhelsmruher Damm 138
6.99728, 50.92341, Subway, D-Max-Clomsda-Str.4
7.13551, 49.26895, Subway, D-St. Ingbert, Südstr. 73, +49(6894)998-4677
6.99272, 51.57048, Subway, D-Gladbeck, Wilhelmstraße 27
8.80890, 53.07836, Subway, D-Bremen, Sögestraße 55
13.47153, 51.16128, Subway, D-Meissen, Neugasse
6.69754, 51.24455, Subway, D-Meerbusch, Neusser Str.81A
6.44353, 51.16622, Subway, D-Mönchengladbach, Stresemann Straße 34
8.77559, 53.09036, Subway, D-Bremen, Konsul-Smidt-Straße 8
7.82030, 50.44238, Subway, D-Montabaur, An Der Bahlsmühle
11.90789, 48.30620, Subway, D-Erding, Landshuter Str.
10.13846, 54.32349, Subway, D-Kiel, Alter Markt 7
6.99916, 51.05303, Subway, D-Leverkusen, Europaring/Mühlenweg
7.01923, 52.08575, Subway, D-Ahaus, Heeker Straße 31
7.19960, 51.26994, Subway, D-Wuppertal, Höhne 16-18, +49 202 2623230
9.35597, 52.10216, Subway, D-Hameln, Bäckerstr.
8.84973, 53.04803, Subway, D-Bremen, Steinsetzerstrasse 11
13.33079, 52.50298, Subway, D-Berlin, Joachimstaler Str. 10-12
7.16864, 51.93747, Subway, D-Coesfeld, Dülmener Straße 24
